date,workout_name,workout_type,notes,exercise_name,set_number,reps,weight_kg,rpe
2025-03-03,Push A,push,,Extension triceps poulie,3,10,59.5,8
2025-03-05,Pull A,pull,,Tractions pronation,1,8,37.5,7.5
2025-03-05,Pull A,pull,,Tractions pronation,2,7,37.5,8
2025-03-05,Pull A,pull,,Tractions pronation,3,6,37.5,8.5
2025-03-05,Pull A,pull,,Rowing barre,1,8,97.5,7
2025-03-05,Pull A,pull,,Rowing barre,2,8,97.5,8
2025-03-05,Pull A,pull,,Rowing barre,3,6,97.5,8.5
2025-03-05,Pull A,pull,,Tirage vertical,1,10,92.5,7
2025-03-05,Pull A,pull,,Tirage vertical,2,10,92.5,8
2025-03-05,Pull A,pull,,Tirage vertical,3,8,92.5,8
2025-03-05,Pull A,pull,,Curl barre,1,10,45,7
2025-03-05,Pull A,pull,,Curl barre,2,10,45,8
2025-03-05,Pull A,pull,,Curl barre,3,8,45,8.5
2025-03-07,Legs A,legs,,Squat barre,1,6,127.5,7.5
2025-03-07,Legs A,legs,,Squat barre,2,6,127.5,8
2025-03-07,Legs A,legs,,Squat barre,3,5,127.5,8.5
2025-03-07,Legs A,legs,,Presse à cuisses,1,10,195,7
2025-03-07,Legs A,legs,,Presse à cuisses,2,10,195,8
2025-03-07,Legs A,legs,,Presse à cuisses,3,8,195,8.5
2025-03-07,Legs A,legs,,Leg curl,1,12,77.5,7
2025-03-07,Legs A,legs,,Leg curl,2,10,77.5,8
2025-03-07,Legs A,legs,,Leg curl,3,10,77.5,8.5
2025-03-07,Legs A,legs,,Hip thrust,1,10,155,7
2025-03-07,Legs A,legs,,Hip thrust,2,10,155,8
2025-03-07,Legs A,legs,,Hip thrust,3,8,155,8
2025-03-10,Push B,push,,Développé militaire,1,8,92.5,7
2025-03-10,Push B,push,,Développé militaire,2,8,92.5,8
2025-03-10,Push B,push,,Développé militaire,3,6,92.5,8.5
2025-03-10,Push B,push,,Développé couché haltères,1,10,39,7
2025-03-10,Push B,push,,Développé couché haltères,2,10,39,8
2025-03-10,Push B,push,,Développé couché haltères,3,8,39,8.5
2025-03-10,Push B,push,,Arnold press,1,10,33,7
2025-03-10,Push B,push,,Arnold press,2,10,33,8
2025-03-10,Push B,push,,Arnold press,3,8,33,8
2025-03-10,Push B,push,,Écarté haltères,1,12,29,6
2025-03-10,Push B,push,,Écarté haltères,2,12,29,7
2025-03-10,Push B,push,,Écarté haltères,3,10,29,8
2025-03-12,Pull B,pull,,Soulevé de terre,1,5,185,7.5
2025-03-12,Pull B,pull,,Soulevé de terre,2,5,185,8
2025-03-12,Pull B,pull,,Soulevé de terre,3,4,185,8.5
2025-03-12,Pull B,pull,,Rowing haltère,1,10,56,7
2025-03-12,Pull B,pull,,Rowing haltère,2,10,56,8
2025-03-12,Pull B,pull,,Rowing haltère,3,8,56,8.5
2025-03-12,Pull B,pull,,Tirage horizontal poulie,1,10,87.5,7
2025-03-12,Pull B,pull,,Tirage horizontal poulie,2,10,87.5,8
2025-03-12,Pull B,pull,,Tirage horizontal poulie,3,8,87.5,8
2025-03-12,Pull B,pull,,Curl marteau,1,12,31,7
2025-03-12,Pull B,pull,,Curl marteau,2,10,31,8
2025-03-12,Pull B,pull,,Curl marteau,3,10,31,8.5
2025-03-14,Legs B,legs,,Squat bulgare,1,10,48,7.5
2025-03-14,Legs B,legs,,Squat bulgare,2,8,48,8
2025-03-14,Legs B,legs,,Squat bulgare,3,8,48,8.5
2025-03-14,Legs B,legs,,Soulevé de terre roumain,1,8,107.5,7
2025-03-14,Legs B,legs,,Soulevé de terre roumain,2,8,107.5,8
2025-03-14,Legs B,legs,,Soulevé de terre roumain,3,6,107.5,8.5
2025-03-14,Legs B,legs,,Leg extension,1,15,82.5,7
2025-03-14,Legs B,legs,,Leg extension,2,12,82.5,8
2025-03-14,Legs B,legs,,Leg extension,3,12,82.5,8
2025-03-14,Legs B,legs,,Fentes,1,12,33,7
2025-03-14,Legs B,legs,,Fentes,2,10,33,8
2025-03-14,Legs B,legs,,Fentes,3,10,33,8.5
2025-03-17,Push A,push,,Développé couché barre,1,8,117.5,7
2025-03-17,Push A,push,,Développé couché barre,2,8,117.5,8
2025-03-17,Push A,push,,Développé couché barre,3,6,117.5,8.5
2025-03-17,Push A,push,,Développé incliné haltères,1,10,37,7
2025-03-17,Push A,push,,Développé incliné haltères,2,10,37,8
2025-03-17,Push A,push,,Développé incliné haltères,3,8,37,8.5
2025-03-17,Push A,push,,Dips,1,10,47.5,7
2025-03-17,Push A,push,,Dips,2,8,47.5,8
2025-03-17,Push A,push,,Dips,3,8,47.5,8.5
2025-03-17,Push A,push,,Extension triceps poulie,1,12,59.5,6
2025-03-17,Push A,push,,Extension triceps poulie,2,12,59.5,7
2025-03-17,Push A,push,,Extension triceps poulie,3,10,59.5,8
2025-03-19,Pull A,pull,,Tractions pronation,1,8,37.5,7.5
2025-03-19,Pull A,pull,,Tractions pronation,2,7,37.5,8
2025-03-19,Pull A,pull,,Tractions pronation,3,6,37.5,8.5
2025-03-19,Pull A,pull,,Rowing barre,1,8,97.5,7
2025-03-19,Pull A,pull,,Rowing barre,2,8,97.5,8
2025-03-19,Pull A,pull,,Rowing barre,3,6,97.5,8.5
2025-03-19,Pull A,pull,,Tirage vertical,1,10,92.5,7
2025-03-19,Pull A,pull,,Tirage vertical,2,10,92.5,8
2025-03-19,Pull A,pull,,Tirage vertical,3,8,92.5,8
2025-03-19,Pull A,pull,,Curl barre,1,10,45,7
2025-03-19,Pull A,pull,,Curl barre,2,10,45,8
2025-03-19,Pull A,pull,,Curl barre,3,8,45,8.5
2025-03-21,Legs A,legs,,Squat barre,1,6,127.5,7.5
2025-03-21,Legs A,legs,,Squat barre,2,6,127.5,8
2025-03-21,Legs A,legs,,Squat barre,3,5,127.5,8.5
2025-03-21,Legs A,legs,,Presse à cuisses,1,10,195,7
2025-03-21,Legs A,legs,,Presse à cuisses,2,10,195,8
2025-03-21,Legs A,legs,,Presse à cuisses,3,8,195,8.5
2025-03-21,Legs A,legs,,Leg curl,1,12,77.5,7
2025-03-21,Legs A,legs,,Leg curl,2,10,77.5,8
2025-03-21,Legs A,legs,,Leg curl,3,10,77.5,8.5
2025-03-21,Legs A,legs,,Hip thrust,1,10,155,7
2025-03-21,Legs A,legs,,Hip thrust,2,10,155,8
2025-03-21,Legs A,legs,,Hip thrust,3,8,155,8
2025-03-24,Push B,push,,Développé militaire,1,8,92.5,7
2025-03-24,Push B,push,,Développé militaire,2,8,92.5,8
2025-03-24,Push B,push,,Développé militaire,3,6,92.5,8.5
2025-03-24,Push B,push,,Développé couché haltères,1,10,39,7
2025-03-24,Push B,push,,Développé couché haltères,2,10,39,8
2025-03-24,Push B,push,,Développé couché haltères,3,8,39,8.5
2025-03-24,Push B,push,,Arnold press,1,10,33,7
2025-03-24,Push B,push,,Arnold press,2,10,33,8
2025-03-24,Push B,push,,Arnold press,3,8,33,8
2025-03-24,Push B,push,,Écarté haltères,1,12,29,6
2025-03-24,Push B,push,,Écarté haltères,2,12,29,7
2025-03-24,Push B,push,,Écarté haltères,3,10,29,8
2025-03-26,Pull B,pull,,Soulevé de terre,1,5,185,7.5
2025-03-26,Pull B,pull,,Soulevé de terre,2,5,185,8
2025-03-26,Pull B,pull,,Soulevé de terre,3,4,185,8.5
2025-03-26,Pull B,pull,,Rowing haltère,1,10,56,7
2025-03-26,Pull B,pull,,Rowing haltère,2,10,56,8
2025-03-26,Pull B,pull,,Rowing haltère,3,8,56,8.5
2025-03-26,Pull B,pull,,Tirage horizontal poulie,1,10,87.5,7
2025-03-26,Pull B,pull,,Tirage horizontal poulie,2,10,87.5,8
2025-03-26,Pull B,pull,,Tirage horizontal poulie,3,8,87.5,8
2025-03-26,Pull B,pull,,Curl marteau,1,12,31,7
2025-03-26,Pull B,pull,,Curl marteau,2,10,31,8
2025-03-26,Pull B,pull,,Curl marteau,3,10,31,8.5
2025-03-28,Legs B,legs,,Squat bulgare,1,10,48,7.5
2025-03-28,Legs B,legs,,Squat bulgare,2,8,48,8
2025-03-28,Legs B,legs,,Squat bulgare,3,8,48,8.5
2025-03-28,Legs B,legs,,Soulevé de terre roumain,1,8,107.5,7
2025-03-28,Legs B,legs,,Soulevé de terre roumain,2,8,107.5,8
2025-03-28,Legs B,legs,,Soulevé de terre roumain,3,6,107.5,8.5
2025-03-28,Legs B,legs,,Leg extension,1,15,82.5,7
2025-03-28,Legs B,legs,,Leg extension,2,12,82.5,8
2025-03-28,Legs B,legs,,Leg extension,3,12,82.5,8
2025-03-28,Legs B,legs,,Fentes,1,12,33,7
2025-03-28,Legs B,legs,,Fentes,2,10,33,8
2025-03-28,Legs B,legs,,Fentes,3,10,33,8.5
2025-03-30,Push A,push,,Développé couché barre,1,8,120,7
2025-03-30,Push A,push,,Développé couché barre,2,8,120,8
2025-03-30,Push A,push,,Développé couché barre,3,6,120,8.5
2025-03-30,Push A,push,,Développé incliné haltères,1,10,38,7
2025-03-30,Push A,push,,Développé incliné haltères,2,10,38,8
2025-03-30,Push A,push,,Développé incliné haltères,3,8,38,8.5
2025-03-30,Push A,push,,Dips,1,10,50,7
2025-03-30,Push A,push,,Dips,2,8,50,8
2025-03-30,Push A,push,,Dips,3,8,50,8.5
2025-03-30,Push A,push,,Extension triceps poulie,1,12,62,6
2025-03-30,Push A,push,,Extension triceps poulie,2,12,62,7
2025-03-30,Push A,push,,Extension triceps poulie,3,10,62,8
2025-04-01,Pull A,pull,,Tractions pronation,1,8,40,7.5
2025-04-01,Pull A,pull,,Tractions pronation,2,7,40,8
2025-04-01,Pull A,pull,,Tractions pronation,3,6,40,8.5
2025-04-01,Pull A,pull,,Rowing barre,1,8,100,7
2025-04-01,Pull A,pull,,Rowing barre,2,8,100,8
2025-04-01,Pull A,pull,,Rowing barre,3,6,100,8.5
2025-04-01,Pull A,pull,,Tirage vertical,1,10,95,7
2025-04-01,Pull A,pull,,Tirage vertical,2,10,95,8
2025-04-01,Pull A,pull,,Tirage vertical,3,8,95,8
2025-04-01,Pull A,pull,,Curl barre,1,10,46,7
2025-04-01,Pull A,pull,,Curl barre,2,10,46,8
2025-04-01,Pull A,pull,,Curl barre,3,8,46,8.5
2025-04-03,Legs A,legs,,Squat barre,1,6,130,7.5
2025-04-03,Legs A,legs,,Squat barre,2,6,130,8
2025-04-03,Legs A,legs,,Squat barre,3,5,130,8.5
2025-04-03,Legs A,legs,,Presse à cuisses,1,10,200,7
2025-04-03,Legs A,legs,,Presse à cuisses,2,10,200,8
2025-04-03,Legs A,legs,,Presse à cuisses,3,8,200,8.5
2025-04-03,Legs A,legs,,Leg curl,1,12,80,7
2025-04-03,Legs A,legs,,Leg curl,2,10,80,8
2025-04-03,Legs A,legs,,Leg curl,3,10,80,8.5
2025-04-03,Legs A,legs,,Hip thrust,1,10,160,7
2025-04-03,Legs A,legs,,Hip thrust,2,10,160,8
2025-04-03,Legs A,legs,,Hip thrust,3,8,160,8
2025-04-06,Push B,push,,Développé militaire,1,8,95,7
2025-04-06,Push B,push,,Développé militaire,2,8,95,8
2025-04-06,Push B,push,,Développé militaire,3,6,95,8.5
2025-04-06,Push B,push,,Développé couché haltères,1,10,40,7
2025-04-06,Push B,push,,Développé couché haltères,2,10,40,8
2025-04-06,Push B,push,,Développé couché haltères,3,8,40,8.5
2025-04-06,Push B,push,,Arnold press,1,10,34,7
2025-04-06,Push B,push,,Arnold press,2,10,34,8
2025-04-06,Push B,push,,Arnold press,3,8,34,8
2025-04-06,Push B,push,,Écarté haltères,1,12,30,6
2025-04-06,Push B,push,,Écarté haltères,2,12,30,7
2025-04-06,Push B,push,,Écarté haltères,3,10,30,8
2025-04-08,Pull B,pull,,Soulevé de terre,1,5,190,7.5
2025-04-08,Pull B,pull,,Soulevé de terre,2,5,190,8
2025-04-08,Pull B,pull,,Soulevé de terre,3,4,190,8.5
2025-04-08,Pull B,pull,,Rowing haltère,1,10,58,7
2025-04-08,Pull B,pull,,Rowing haltère,2,10,58,8
2025-04-08,Pull B,pull,,Rowing haltère,3,8,58,8.5
2025-04-08,Pull B,pull,,Tirage horizontal poulie,1,10,90,7
2025-04-08,Pull B,pull,,Tirage horizontal poulie,2,10,90,8
2025-04-08,Pull B,pull,,Tirage horizontal poulie,3,8,90,8
2025-04-08,Pull B,pull,,Curl marteau,1,12,32,7
2025-04-08,Pull B,pull,,Curl marteau,2,10,32,8
2025-04-08,Pull B,pull,,Curl marteau,3,10,32,8.5
2025-04-10,Legs B,legs,,Squat bulgare,1,10,50,7.5
2025-04-10,Legs B,legs,,Squat bulgare,2,8,50,8
2025-04-10,Legs B,legs,,Squat bulgare,3,8,50,8.5
2025-04-10,Legs B,legs,,Soulevé de terre roumain,1,8,110,7
2025-04-10,Legs B,legs,,Soulevé de terre roumain,2,8,110,8
2025-04-10,Legs B,legs,,Soulevé de terre roumain,3,6,110,8.5
2025-04-10,Legs B,legs,,Leg extension,1,15,85,7
2025-04-10,Legs B,legs,,Leg extension,2,12,85,8
2025-04-10,Legs B,legs,,Leg extension,3,12,85,8
2025-04-10,Legs B,legs,,Fentes,1,12,34,7
2025-04-10,Legs B,legs,,Fentes,2,10,34,8
2025-04-10,Legs B,legs,,Fentes,3,10,34,8.5
2025-04-13,Push A,push,,Développé couché barre,1,8,120,7
2025-04-13,Push A,push,,Développé couché barre,2,8,120,8
2025-04-13,Push A,push,,Développé couché barre,3,6,120,8.5
2025-04-13,Push A,push,,Développé incliné haltères,1,10,38,7
2025-04-13,Push A,push,,Développé incliné haltères,2,10,38,8
2025-04-13,Push A,push,,Développé incliné haltères,3,8,38,8.5
2025-04-13,Push A,push,,Dips,1,10,50,7
2025-04-13,Push A,push,,Dips,2,8,50,8
2025-04-13,Push A,push,,Dips,3,8,50,8.5
2025-04-13,Push A,push,,Extension triceps poulie,1,12,62,6
2025-04-13,Push A,push,,Extension triceps poulie,2,12,62,7
2025-04-13,Push A,push,,Extension triceps poulie,3,10,62,8
2025-04-15,Pull A,pull,,Tractions pronation,1,8,40,7.5
2025-04-15,Pull A,pull,,Tractions pronation,2,7,40,8
2025-04-15,Pull A,pull,,Tractions pronation,3,6,40,8.5
2025-04-15,Pull A,pull,,Rowing barre,1,8,100,7
2025-04-15,Pull A,pull,,Rowing barre,2,8,100,8
2025-04-15,Pull A,pull,,Rowing barre,3,6,100,8.5
2025-04-15,Pull A,pull,,Tirage vertical,1,10,95,7
2025-04-15,Pull A,pull,,Tirage vertical,2,10,95,8
2025-04-15,Pull A,pull,,Tirage vertical,3,8,95,8
2025-04-15,Pull A,pull,,Curl barre,1,10,46,7
2025-04-15,Pull A,pull,,Curl barre,2,10,46,8
2025-04-15,Pull A,pull,,Curl barre,3,8,46,8.5
2025-04-17,Legs A,legs,,Squat barre,1,6,130,7.5
2025-04-17,Legs A,legs,,Squat barre,2,6,130,8
2025-04-17,Legs A,legs,,Squat barre,3,5,130,8.5
2025-04-17,Legs A,legs,,Presse à cuisses,1,10,200,7
2025-04-17,Legs A,legs,,Presse à cuisses,2,10,200,8
2025-04-17,Legs A,legs,,Presse à cuisses,3,8,200,8.5
2025-04-17,Legs A,legs,,Leg curl,1,12,80,7
2025-04-17,Legs A,legs,,Leg curl,2,10,80,8
2025-04-17,Legs A,legs,,Leg curl,3,10,80,8.5
2025-04-17,Legs A,legs,,Hip thrust,1,10,160,7
2025-04-17,Legs A,legs,,Hip thrust,2,10,160,8
2025-04-17,Legs A,legs,,Hip thrust,3,8,160,8
2025-04-20,Push B,push,,Développé militaire,1,8,95,7
2025-04-20,Push B,push,,Développé militaire,2,8,95,8
2025-04-20,Push B,push,,Développé militaire,3,6,95,8.5
2025-04-20,Push B,push,,Développé couché haltères,1,10,40,7
2025-04-20,Push B,push,,Développé couché haltères,2,10,40,8
2025-04-20,Push B,push,,Développé couché haltères,3,8,40,8.5
2025-04-20,Push B,push,,Arnold press,1,10,34,7
2025-04-20,Push B,push,,Arnold press,2,10,34,8
2025-04-20,Push B,push,,Arnold press,3,8,34,8
2025-04-20,Push B,push,,Écarté haltères,1,12,30,6
2025-04-20,Push B,push,,Écarté haltères,2,12,30,7
2025-04-20,Push B,push,,Écarté haltères,3,10,30,8
2025-04-22,Pull B,pull,,Soulevé de terre,1,5,190,7.5
2025-04-22,Pull B,pull,,Soulevé de terre,2,5,190,8
2025-04-22,Pull B,pull,,Soulevé de terre,3,4,190,8.5
2025-04-22,Pull B,pull,,Rowing haltère,1,10,58,7
2025-04-22,Pull B,pull,,Rowing haltère,2,10,58,8
2025-04-22,Pull B,pull,,Rowing haltère,3,8,58,8.5
2025-04-22,Pull B,pull,,Tirage horizontal poulie,1,10,90,7
2025-04-22,Pull B,pull,,Tirage horizontal poulie,2,10,90,8
2025-04-22,Pull B,pull,,Tirage horizontal poulie,3,8,90,8
2025-04-22,Pull B,pull,,Curl marteau,1,12,32,7
2025-04-22,Pull B,pull,,Curl marteau,2,10,32,8
2025-04-22,Pull B,pull,,Curl marteau,3,10,32,8.5
2025-04-24,Legs B,legs,,Squat bulgare,1,10,50,7.5
2025-04-24,Legs B,legs,,Squat bulgare,2,8,50,8
2025-04-24,Legs B,legs,,Squat bulgare,3,8,50,8.5
2025-04-24,Legs B,legs,,Soulevé de terre roumain,1,8,110,7
2025-04-24,Legs B,legs,,Soulevé de terre roumain,2,8,110,8
2025-04-24,Legs B,legs,,Soulevé de terre roumain,3,6,110,8.5
2025-04-24,Legs B,legs,,Leg extension,1,15,85,7
2025-04-24,Legs B,legs,,Leg extension,2,12,85,8
2025-04-24,Legs B,legs,,Leg extension,3,12,85,8
2025-04-24,Legs B,legs,,Fentes,1,12,34,7
2025-04-24,Legs B,legs,,Fentes,2,10,34,8
2025-04-24,Legs B,legs,,Fentes,3,10,34,8.5
2025-04-27,Push A,push,,Développé couché barre,1,8,122.5,7
2025-04-27,Push A,push,,Développé couché barre,2,8,122.5,8
2025-04-27,Push A,push,,Développé couché barre,3,6,122.5,8.5
2025-04-27,Push A,push,,Développé incliné haltères,1,10,39,7
2025-04-27,Push A,push,,Développé incliné haltères,2,10,39,8
2025-04-27,Push A,push,,Développé incliné haltères,3,8,39,8.5
2025-04-27,Push A,push,,Dips,1,10,52.5,7
2025-04-27,Push A,push,,Dips,2,8,52.5,8
2025-04-27,Push A,push,,Dips,3,8,52.5,8.5
2025-04-27,Push A,push,,Extension triceps poulie,1,12,64.5,6
2025-04-27,Push A,push,,Extension triceps poulie,2,12,64.5,7
2025-04-27,Push A,push,,Extension triceps poulie,3,10,64.5,8
2025-04-29,Pull A,pull,,Tractions pronation,1,8,42.5,7.5
2025-04-29,Pull A,pull,,Tractions pronation,2,7,42.5,8
2025-04-29,Pull A,pull,,Tractions pronation,3,6,42.5,8.5
2025-04-29,Pull A,pull,,Rowing barre,1,8,102.5,7
2025-04-29,Pull A,pull,,Rowing barre,2,8,102.5,8
2025-04-29,Pull A,pull,,Rowing barre,3,6,102.5,8.5
2025-04-29,Pull A,pull,,Tirage vertical,1,10,97.5,7
2025-04-29,Pull A,pull,,Tirage vertical,2,10,97.5,8
2025-04-29,Pull A,pull,,Tirage vertical,3,8,97.5,8
2025-04-29,Pull A,pull,,Curl barre,1,10,47,7
2025-04-29,Pull A,pull,,Curl barre,2,10,47,8
2025-04-29,Pull A,pull,,Curl barre,3,8,47,8.5
2025-05-01,Legs A,legs,,Squat barre,1,6,132.5,7.5
2025-05-01,Legs A,legs,,Squat barre,2,6,132.5,8
2025-05-01,Legs A,legs,,Squat barre,3,5,132.5,8.5
2025-05-01,Legs A,legs,,Presse à cuisses,1,10,205,7
2025-05-01,Legs A,legs,,Presse à cuisses,2,10,205,8
2025-05-01,Legs A,legs,,Presse à cuisses,3,8,205,8.5
2025-05-01,Legs A,legs,,Leg curl,1,12,82.5,7
2025-05-01,Legs A,legs,,Leg curl,2,10,82.5,8
2025-05-01,Legs A,legs,,Leg curl,3,10,82.5,8.5
2025-05-01,Legs A,legs,,Hip thrust,1,10,165,7
2025-05-01,Legs A,legs,,Hip thrust,2,10,165,8
2025-05-01,Legs A,legs,,Hip thrust,3,8,165,8
2025-05-04,Push B,push,,Développé militaire,1,8,97.5,7
2025-05-04,Push B,push,,Développé militaire,2,8,97.5,8
2025-05-04,Push B,push,,Développé militaire,3,6,97.5,8.5
2025-05-04,Push B,push,,Développé couché haltères,1,10,41,7
2025-05-04,Push B,push,,Développé couché haltères,2,10,41,8
2025-05-04,Push B,push,,Développé couché haltères,3,8,41,8.5
2025-05-04,Push B,push,,Arnold press,1,10,35,7
2025-05-04,Push B,push,,Arnold press,2,10,35,8
2025-05-04,Push B,push,,Arnold press,3,8,35,8
2025-05-04,Push B,push,,Écarté haltères,1,12,31,6
2025-05-04,Push B,push,,Écarté haltères,2,12,31,7
2025-05-04,Push B,push,,Écarté haltères,3,10,31,8
2025-05-06,Pull B,pull,,Soulevé de terre,1,5,195,7.5
2025-05-06,Pull B,pull,,Soulevé de terre,2,5,195,8
2025-05-06,Pull B,pull,,Soulevé de terre,3,4,195,8.5
2025-05-06,Pull B,pull,,Rowing haltère,1,10,60,7
2025-05-06,Pull B,pull,,Rowing haltère,2,10,60,8
2025-05-06,Pull B,pull,,Rowing haltère,3,8,60,8.5
2025-05-06,Pull B,pull,,Tirage horizontal poulie,1,10,92.5,7
2025-05-06,Pull B,pull,,Tirage horizontal poulie,2,10,92.5,8
2025-05-06,Pull B,pull,,Tirage horizontal poulie,3,8,92.5,8
2025-05-06,Pull B,pull,,Curl marteau,1,12,33,7
2025-05-06,Pull B,pull,,Curl marteau,2,10,33,8
2025-05-06,Pull B,pull,,Curl marteau,3,10,33,8.5
2025-05-08,Legs B,legs,,Squat bulgare,1,10,52,7.5
2025-05-08,Legs B,legs,,Squat bulgare,2,8,52,8
2025-05-08,Legs B,legs,,Squat bulgare,3,8,52,8.5
2025-05-08,Legs B,legs,,Soulevé de terre roumain,1,8,112.5,7
2025-05-08,Legs B,legs,,Soulevé de terre roumain,2,8,112.5,8
2025-05-08,Legs B,legs,,Soulevé de terre roumain,3,6,112.5,8.5
2025-05-08,Legs B,legs,,Leg extension,1,15,87.5,7
2025-05-08,Legs B,legs,,Leg extension,2,12,87.5,8
2025-05-08,Legs B,legs,,Leg extension,3,12,87.5,8
2025-05-08,Legs B,legs,,Fentes,1,12,35,7
2025-05-08,Legs B,legs,,Fentes,2,10,35,8
2025-05-08,Legs B,legs,,Fentes,3,10,35,8.5
